County,FIPS,RF,IR,Year,IrrAmt_Mean,IrrAmt_Median,Precip_Mean,Precip_Median
Lawrence,1079,12185,15331,2014,152.14,131,576.12,576.7
Lawrence,1079,5762,12889,2015,188.35,173,477.66,472.2
Lawrence,1079,4924,13729,2016,200.22,177,375.91,373.1
Lawrence,1079,12439,13279,2017,110.11,87,710.41,707.7
Lawrence,1079,11109,13152,2018,139.65,118,640.82,641
Lawrence,1079,7356,12427,2019,144.13,130,614.64,613.8
Lawrence,1079,11977,12861,2020,123.79,106,600.96,602.8
Lee,1081,5234,13559,2010,184.68,190,276.68,277
Lee,1081,3963,13260,2011,244.21,245,261.84,260.7
Lee,1081,5216,11920,2012,184.23,179,331.31,335.4
Lee,1081,10405,11676,2013,84.79,86,574.07,583.8
Lee,1081,6702,13858,2014,162.92,160,615.88,613.9
Lee,1081,11606,13217,2015,96.55,98,517.49,522.1
Lee,1081,4044,13008,2016,210.38,214,412.25,411.8
Lee,1081,12282,12289,2017,52.34,55,719.75,713.15
Lee,1081,12604,12930,2018,72,75,572.37,577
Lee,1081,9081,12760,2019,135.38,138,508.27,502.2
Lee,1081,11017,13006,2020,102.7,103,551.66,559.4
Limestone,1083,8417,13774,2010,132.33,130,365.91,354.1
Limestone,1083,8870,13185,2011,166.42,152,568.44,566.6
Limestone,1083,2878,12668,2012,211.1,226,371,355.3
Limestone,1083,11790,13355,2013,101.68,113,714.73,715.1
Limestone,1083,15052,15572,2014,110.87,123,604.7,595.9
Limestone,1083,10834,13255,2015,124,124,515.77,514.3
Limestone,1083,4741,13759,2016,172.78,176,356.11,354.4
Limestone,1083,13426,13624,2017,77.39,71,714.3,715.1
Limestone,1083,12657,13360,2018,104.84,99,573.54,575.7
Limestone,1083,9055,12678,2019,108.14,117,581.14,580.7
Limestone,1083,11936,13116,2020,105.52,101,545.5,547
Lowndes,1085,4901,12909.5,2010,199.56,209,330.63,326.7
Lowndes,1085,1479,13361.5,2011,258.06,267,314.83,316.6
Lowndes,1085,4678.5,13843.5,2012,209.19,224.5,421.71,417.75
Lowndes,1085,7391,11672.5,2013,145.26,151.5,529.39,533.6
Lowndes,1085,5289.5,13784,2014,187.93,186.5,609.85,596.7
Lowndes,1085,7997,13466,2015,134.58,135.5,487.5,488.85
Lowndes,1085,4691,13051.5,2016,195.09,199,422.42,409.2
Lowndes,1085,11155.5,11653,2017,86.41,80,714.23,715.7
Lowndes,1085,8437.5,12616.5,2018,143.95,148.5,469.29,474.05
Lowndes,1085,5859,11877,2019,184.79,193,429.98,434.3
Lowndes,1085,9364.5,12984.5,2020,151.56,155.5,466.21,458.1
Macon,1087,4680,13326,2010,191.85,195,284.81,286.1
Macon,1087,1457,13428,2011,272.92,276,254.78,248.7
Macon,1087,4480,12179,2012,203.31,202,354.83,364.9
Macon,1087,10300,11779,2013,95.77,84,580.27,578.2
Macon,1087,5445,14003,2014,161.08,170,656.89,651.3
Macon,1087,10764,13281,2015,104.56,106,476.75,473.4
Macon,1087,3049,13130,2016,208.11,211,401.95,399.8
Macon,1087,12005,12079,2017,62.36,42,710.41,719.7
Macon,1087,11336,12799,2018,93.21,89,474.87,458.1
Macon,1087,7244,11571,2019,135.45,133,462.61,466.9
Macon,1087,8079,12763,2020,120.21,112,473.94,475.4
Madison,1089,7425,13652,2010,146.05,142,365.53,373.1
Madison,1089,9533,12964,2011,152.01,151,570.47,561.6
Madison,1089,3728,12521,2012,202.27,187,330.19,332.3
Madison,1089,11715,12847,2013,96.42,97,715.74,724.5
Madison,1089,14197,15262,2014,127.01,125,576.67,582
Madison,1089,10861,13151,2015,134.55,126,512.39,518.5
Madison,1089,4572,13640,2016,199.87,191,314.22,313.1
Madison,1089,13306,13331,2017,92.86,80,721.37,720.7
Madison,1089,11988,13141,2018,117.65,114,544.85,545.2
Madison,1089,8708,12609,2019,128.04,125,527.64,530.1
Madison,1089,11912,12882,2020,94.55,78,581.2,588.7
Marengo,1091,6499.5,12580.5,2010,134.07,135,398.48,397.45
Marengo,1091,2078.5,13384.5,2011,229.08,233,349.76,358.3
Marengo,1091,5589.5,13864,2012,216.83,212,313.98,317.1
Marengo,1091,10688,11937.5,2013,78.58,77.5,617.58,631.25
Marengo,1091,8309,13763,2014,135.53,135.5,664.32,667.1
Marengo,1091,10982.5,13603.5,2015,100.58,100.5,584.91,594.2
Marengo,1091,4023,13198,2016,181.8,185,426.98,413.15
Marengo,1091,11767.5,12219.5,2017,69.47,62,730.35,724.3
Marengo,1091,10839,12644,2018,90.5,92,541.34,544.1
Marengo,1091,6489.5,13050,2019,163.51,166.5,436.82,436.5
Marengo,1091,9913,12293.5,2020,98.86,99,480.97,479.9
Marion,1093,12049,13411,2010,81.88,60,582.67,580.4
Marion,1093,9601,12988,2011,140.75,122,647.8,624
Marion,1093,9739,13347,2012,131.16,118,492.06,492.1
Marion,1093,13282,13791,2013,94.81,74,685.72,679.5
Marion,1093,15470,15588,2014,88.82,60,634.27,639.8
Marion,1093,12097,13415,2015,134.7,120,587.13,556.5
Marion,1093,7111,13743,2016,166.1,162,377.69,378.5
Marion,1093,13081,13130,2017,43.48,26,714.79,726.8
Marion,1093,12652,13004,2018,63.99,49,705.94,690.6
Marion,1093,9320,12354,2019,117.57,99,627.09,631.9
Marion,1093,11747,11940,2020,78.29,69,651.27,643.2
Marshall,1095,6313,13694.5,2010,167.72,157,457.99,462.6
Marshall,1095,8459,13175,2011,158.68,125,606.73,604.35
Marshall,1095,5391.5,12951.5,2012,200.78,179,387.4,389.6
Marshall,1095,12133,12610.5,2013,92.75,49,761.47,760.4
Marshall,1095,13172,14741.5,2014,138.13,114,527.76,526.3
Marshall,1095,7441,13185,2015,162.9,136,447.21,446.5
Marshall,1095,5208,13717,2016,207.87,192,321.6,319.45
Marshall,1095,12712.5,12943.5,2017,88.91,48.5,728.92,736.9
Marshall,1095,11832.5,12923.5,2018,132.09,111.5,502.47,501.4
Marshall,1095,6410,12562.5,2019,161.19,150,478.19,481.25
Marshall,1095,9850.5,12294.5,2020,118.49,102.5,559.42,559.55
Mobile,1097,7582,7056,2010,97.59,97,458.56,463.8
Mobile,1097,1833,12260,2011,229.44,214,256.25,255.55
Mobile,1097,3793,7081,2012,138.05,155,677.49,666
Mobile,1097,5146,7710,2013,95.94,97,581.32,571.75
Mobile,1097,6016,13404,2014,112.04,136,971.87,955.4
Mobile,1097,9692,11465,2015,80.88,97,717.21,717.75
Mobile,1097,6143,12365,2016,117.91,129,624.15,628.85
Mobile,1097,6528,10334,2017,70.49,78,728.7,737.95
Mobile,1097,6167,12005,2018,83.62,78,501.17,492.9
Mobile,1097,2149,6502,2019,115.39,117,469.9,474
Mobile,1097,4398,7197,2020,118.35,117,462.15,459.75
Monroe,1099,6040.5,12755.5,2010,174.88,178,398.72,398.3
Monroe,1099,1271.5,13014,2011,260.97,261.5,305.56,305.3
Monroe,1099,7807,13875.5,2012,187.8,200.5,489.25,494.7
Monroe,1099,6356.5,11410,2013,138.29,152,528.09,517.1
Monroe,1099,7551.5,13737,2014,136.66,148,762.7,761.05
Monroe,1099,8533,13535.5,2015,115.04,124.5,586.48,578.95
Monroe,1099,5854,13127,2016,172.96,178,506.44,507.95
Monroe,1099,11284,11821.5,2017,62.91,63.5,736.97,738.9
Monroe,1099,9498.5,12406,2018,105.11,121,553.9,558.45
Monroe,1099,4336.5,12316.5,2019,166.11,166,398.7,401
Monroe,1099,8824,12752,2020,127.46,136,452.31,451.85
Montgomery,1101,5154.5,12927,2010,192.75,194,300.69,293.45
Montgomery,1101,1579.5,13624.5,2011,265.68,270,281.45,279.7
Montgomery,1101,5465,14106,2012,201.59,209,400.87,386.6
Montgomery,1101,6451,11539,2013,147.58,153,500.93,504.55
Montgomery,1101,7613.5,13834,2014,141.08,142.5,681.83,676.3
Montgomery,1101,8620,13289.5,2015,115.33,120.5,480.43,484.3
Montgomery,1101,4652,13032.5,2016,171.44,172,436.4,430.55
Montgomery,1101,10971.5,11510.5,2017,69.85,68,740.45,741
Montgomery,1101,9088,12625,2018,128.68,136.5,440.01,430.6
Montgomery,1101,6058,11401.5,2019,162.08,167,439.01,435.8
Montgomery,1101,10011,13038.5,2020,123.05,119,446.97,442.65
Morgan,1103,5895,13619,2010,161.21,145,414.47,412.8
Morgan,1103,8284,13259,2011,177.17,168,579.72,581.9
Morgan,1103,2037,12665,2012,226,226,376.59,374.9
Morgan,1103,8384,12877,2013,114.89,109,699.21,699
Morgan,1103,11391,15617,2014,147.47,130,533.74,531.3
Morgan,1103,7614,12932,2015,151.72,149,566.2,571.5
Morgan,1103,4169,13866,2016,199.67,189,385.43,380.6
Morgan,1103,12226,13168,2017,94.84,92,762.25,755.3
Morgan,1103,11417,12881,2018,144.67,132,609.2,597.5
Morgan,1103,5416,12559,2019,155.57,150,611.39,605.8
Morgan,1103,10605,12783,2020,111.21,98,633.23,643.3
Perry,1105,6464,13174,2010,161.53,156,343.14,337.3
Perry,1105,2485,13238,2011,224.42,225,349.65,342.7
Perry,1105,3732,12891,2012,226.98,230,282.69,278.9
Perry,1105,10006,11760,2013,96.32,98,549.38,558.7
Perry,1105,9304,14125,2014,133.74,129,664.14,653.2
Perry,1105,8579,13114,2015,138.15,141,427.76,421.6
Perry,1105,5347,13032,2016,174.47,179,463.34,461.1
Perry,1105,12324,12517,2017,58.86,51,774.39,758.75
Perry,1105,11444,12476,2018,88.68,82,600.75,598.2
Perry,1105,8321,13135,2019,152.08,152,451.77,447
Perry,1105,10274,12253,2020,99.34,100,556.53,542.8
Pickens,1107,9347,13253,2010,104.73,99,450.12,444
Pickens,1107,4775,13071,2011,178.4,174,396.15,375.8
Pickens,1107,8096,12480,2012,151.47,147,336.43,328.2
Pickens,1107,12314,12472,2013,61.72,51,690.05,692.4
Pickens,1107,13074,13990,2014,89.39,96,652.81,654.3
Pickens,1107,7068,12916,2015,143.71,147,390.92,396.1
Pickens,1107,7892,12912,2016,141.37,146,387.13,385.6
Pickens,1107,12965,12968,2017,15.17,0,764.99,761.6
Pickens,1107,11859,12132,2018,74.76,72,503.36,501.4
Pickens,1107,9712,13043,2019,104.11,101,578.99,578.1
Pickens,1107,12226,12162,2020,66.73,71,675.33,675.6
Pike,1109,7799.5,12996,2010,158.76,157.5,414.74,407
Pike,1109,1450.5,13246.5,2011,288.46,291.5,218.26,223.8
Pike,1109,4637,13909.5,2012,205.83,208,355.65,339
Pike,1109,8918,11574.5,2013,118.13,126,584.49,568.3
Pike,1109,7086.5,13761.5,2014,156.6,152.5,652.63,655.7
Pike,1109,6654.5,13116,2015,153.29,152.5,406.87,408.55
Pike,1109,7021,13326,2016,159.17,158,451.76,450.7
Pike,1109,11325.5,11595.5,2017,66.35,59,752.91,761.6
Pike,1109,11402,12592,2018,94.96,98.5,476.69,463.8
Pike,1109,4486,11821,2019,162.69,162,407.98,428.7
Pike,1109,7345.5,12984.5,2020,151.18,150,373.36,363.6
Randolph,1111,5625,13409,2010,178.09,173,384.84,388.8
Randolph,1111,5972,12383,2011,203.67,199,326.4,323.7
Randolph,1111,4198,13941,2012,203.54,203,306.78,312
Randolph,1111,11439,11793,2013,85.69,88,770.77,770.3
Randolph,1111,7398,13548,2014,112.69,139,436.43,516.5
Randolph,1111,10358,13138,2015,139.79,138,497.64,486.2
Randolph,1111,5000,12792,2016,193.06,189,338.08,340.7
Randolph,1111,12379,12533,2017,65.72,66,770.43,762.15
Randolph,1111,12567,12836,2018,70.93,68,557.21,548.4
Randolph,1111,10480,13039,2019,167.27,164,470.24,468.7
Randolph,1111,11437,12394,2020,112.85,112,538.78,542.6
Russell,1113,5405,13165,2010,173.56,166,342.72,341.3
Russell,1113,1513,13311,2011,265.2,269,254.06,254.1
Russell,1113,4730,12569,2012,210.44,191,330.22,325.2
Russell,1113,10289,11629,2013,96.77,83,539.46,531.5
Russell,1113,5694,13604,2014,176.41,181,583.42,580.4
Russell,1113,8291,12904,2015,123.27,125,446.4,431.9
Russell,1113,3111,13314,2016,213.37,217,340.04,336.9
Russell,1113,11869,11891,2017,84.42,59,758.23,764
Russell,1113,12241,12412,2018,75.99,60,552.67,541
Russell,1113,6636,10358,2019,150.52,145,418.95,415.4
Russell,1113,6843,12622,2020,133.51,123,493.43,494.8
Shelby,1117,6920,13350,2010,173.52,170.5,386.35,388.3
Shelby,1117,3494.5,12874,2011,221.62,225.5,360,360.25
Shelby,1117,3671.5,11877,2012,221.29,226.5,282.41,271.9
Shelby,1117,9180,11747,2013,116.65,117,551.86,546.1
Shelby,1117,6548,13964,2014,166.57,173.5,570.52,572
Shelby,1117,7292.5,12763.5,2015,153.65,159.5,488.39,483.65
Shelby,1117,4862.5,12310,2016,205.66,206.5,367.84,367.9
Shelby,1117,12429,12822,2017,96.85,92.5,758.27,767.6
Shelby,1117,9683,12554,2018,119.62,117,557.75,554.85
Shelby,1117,6987,13070,2019,173.89,177.5,416.05,414.05
Shelby,1117,6792,12467.5,2020,150.88,141,518.24,518.75
St. Clair,1115,5748,13461.5,2010,164.26,163,430.06,417.75
St. Clair,1115,5121,12774,2011,184.64,181.5,465.9,465.7
St. Clair,1115,6240.5,13184,2012,172.01,169.5,378.81,373.2
St. Clair,1115,11639.5,12071.5,2013,79.89,74,831.61,837.55
St. Clair,1115,7203.5,13639.5,2014,157.61,156,539.28,536.65
St. Clair,1115,8361,12900,2015,160.81,160,547.05,547.15
St. Clair,1115,5361.5,12790.5,2016,185.64,188,362.02,358.55
St. Clair,1115,12269,12318.5,2017,65.93,62.5,775.46,769.4
St. Clair,1115,11990.5,12780.5,2018,88.28,90,525.93,522.7
St. Clair,1115,9094,12860.5,2019,144.77,145,468.88,472.4
St. Clair,1115,9519.5,11456.5,2020,110.95,107.5,620.22,626.35
Sumter,1119,6527,12637,2010,157.57,142.5,422.85,422.75
Sumter,1119,2202.5,13360,2011,236.41,228.5,352.36,353.75
Sumter,1119,3816.5,13308,2012,238.51,235,340.12,344.8
Sumter,1119,10456.5,12179.5,2013,142.5,81,648.38,648.05
Sumter,1119,7945,13643.5,2014,146.92,144.5,714.12,718.5
Sumter,1119,8494.5,13378,2015,133.32,122,514.24,500.15
Sumter,1119,3251.5,12759.5,2016,209.61,206,391.59,393.1
Sumter,1119,11731.5,12323,2017,88.32,61,804.89,786.2
Sumter,1119,8257.5,12480.5,2018,116.2,118,541.91,552.75
Sumter,1119,6068.5,13104.5,2019,171.08,159.5,530.28,529
Sumter,1119,9455,11865,2020,107.25,98,606.78,602.45
Talladega,1121,3682,13399,2010,198,210,389.48,385.2
Talladega,1121,3957,12664,2011,227.09,228,390.04,386.3
Talladega,1121,3401,12034,2012,224.31,223,310.91,307.6
Talladega,1121,9701,11582,2013,210,120,793.25,816.9
Talladega,1121,5790,13639,2014,162.53,170,591.76,581.2
Talladega,1121,5592,12684,2015,183.04,185,494.66,492.7
Talladega,1121,3061,12539,2016,226.19,228,360.27,347.2
Talladega,1121,12305,12941,2017,93.83,99,770.77,786.95
Talladega,1121,9490,12508,2018,117.78,120,495.67,501.9
Talladega,1121,6511,12863,2019,186.04,191,393.49,388.9
Talladega,1121,6311,11921,2020,135.98,142,596.12,601.6
Tallapoosa,1123,4838,13567,2010,207.1,200,290.66,285.2
Tallapoosa,1123,3329,12872,2011,253.02,244,258.97,254.3
Tallapoosa,1123,4845,12013,2012,221.44,218,284.71,288.7
Tallapoosa,1123,9493,11473,2013,200,96,547.71,543.2
Tallapoosa,1123,8805,13901,2014,149.63,141,556.21,558.6
Tallapoosa,1123,11236,13054,2015,133.25,127,474.61,471.5
Tallapoosa,1123,3594,12750,2016,231.09,219,403.84,403.5
Tallapoosa,1123,12472,12604,2017,70.67,55,791.13,787.4
Tallapoosa,1123,11159,12581,2018,119.09,115,459.04,459.3
Tallapoosa,1123,10855,13212,2019,143.25,134,508.12,517.3
Tallapoosa,1123,10150,12980,2020,111.36,97,566.48,554.6
Tuscaloosa,1125,10771.5,13275,2010,141,108,429.13,421.3
Tuscaloosa,1125,3607,12972,2011,231.45,221,347.8,346.2
Tuscaloosa,1125,4651.5,12124.5,2012,226.01,199,287.46,281.15
Tuscaloosa,1125,11033.5,12043,2013,108,88,611.75,596
Tuscaloosa,1125,8542,14068,2014,150.85,124,600.14,601.25
Tuscaloosa,1125,6348.5,12952,2015,181.8,157.5,396.7,389.7
Tuscaloosa,1125,8126.5,12708,2016,175.2,149,451.83,454.6
Tuscaloosa,1125,12748.5,13022.5,2017,79.22,48,797.31,798.7
Tuscaloosa,1125,11327,12555.5,2018,116.83,97,576.11,568.2
Tuscaloosa,1125,9016.5,13088.5,2019,148.75,124,467.05,460.45
Tuscaloosa,1125,11251.5,12017.5,2020,126.26,96,625.06,627.65
Walker,1127,2905,13435,2010,207.68,231,551.66,553.7
Walker,1127,4701,12902,2011,224.11,249,542.86,562
Walker,1127,754,13185,2012,249.54,284,443.45,426.8
Walker,1127,4767,12543,2013,231,222,762.96,787.2
Walker,1127,4511,14117,2014,206.77,240,592.18,585.1
Walker,1127,3021,12907,2015,229.05,260,519.1,521
Walker,1127,4249,12926,2016,226.54,245,471.01,458
Walker,1127,6551,12841,2017,149.36,184,870.79,863.3
Walker,1127,8880,12631,2018,142.06,159,743.66,741.9
Walker,1127,4449,12806,2019,191.47,219,547.6,537.7
Walker,1127,3170,11550,2020,177.31,214,624.91,627.9
Washington,1129,10828,12295,2010,77.03,65,395.82,394.2
Washington,1129,2070,13128,2011,208.27,206,345,333.7
Washington,1129,11555,13930,2012,91.92,86,452.18,439.8
Washington,1129,10876,11866,2013,65,45,501.63,485.2
Washington,1129,13912,13914,2014,9.29,0,736.52,735
Washington,1129,13436,13454,2015,18.73,20,543.09,546.4
Washington,1129,11721,12806,2016,46.44,43,521.54,520.5
Washington,1129,12292,12249,2017,13.31,0,946.59,958.4
Washington,1129,11800,12079,2018,46.14,42,586.8,580.6
Washington,1129,12893,12863,2019,30.38,21,482.7,479.6
Washington,1129,12260,12547,2020,43.78,44,511.45,485.8
Wilcox,1131,4399,12695.5,2010,173.15,179.5,337.26,336.05
Wilcox,1131,1566,13279,2011,251.74,259.5,277.11,270.5
Wilcox,1131,5019.5,13507,2012,200.56,208.5,375.21,358.65
Wilcox,1131,7498.5,11758,2013,179.5,122.5,575.3,575.2
Wilcox,1131,5959.5,13707.5,2014,150.71,155.5,687.19,693
Wilcox,1131,8031.5,13537,2015,109.52,117,588.34,590.95
Wilcox,1131,5402.5,13113,2016,166.21,170,487.51,481.7
Wilcox,1131,11064.5,11944,2017,72.04,64.5,968.3,974.95
Wilcox,1131,8914.5,12632,2018,107.57,112,549.91,543.4
Wilcox,1131,5969,12264.5,2019,154.69,155,398.93,398.9
Wilcox,1131,8375.5,12637,2020,123.7,115.5,484.28,496.35
Winston,1133,8375,13756,2010,109.23,115.5,547.47,557.95
Winston,1133,8023.5,13076,2011,184.11,180,561.57,565.15
Winston,1133,4553,12688,2012,168.8,164,444.87,427.8
Winston,1133,9541.5,13101,2013,115.5,108.5,782.51,783.1
Winston,1133,14292.5,15414,2014,103.45,98,648.27,653.8
Winston,1133,7254,13111,2015,159.76,158,544.04,550.5
Winston,1133,7591,13819,2016,164.03,160.5,419.21,416.75
Winston,1133,13064.5,13231.5,2017,80.38,79,983.85,981.5
Winston,1133,12611.5,13485.5,2018,115.77,114,681.3,664.4
Winston,1133,8199,12357,2019,126.15,132,596.87,597.1
Winston,1133,11091,11557,2020,97.89,98.5,645.47,653.4
